주제분류,문화시설명,주소,위도,경도
기타,서울시청 하늘광장 갤러리,서울특별시 중구 세종대로 110,37.56672959,126.978607
미술관,상계예술마당,서울특별시 노원구 상계로10길 41-7,37.65577755,127.0683648
기타,생활문화지원센터(104예술창작소),서울특별시 노원구 중계로6나길 39 중계마을복지회관,37.64268243,127.0874226
박물관/기념관,사육신역사관,서울특별시 동작구 노량진로 191,37.51345799,126.9494111
도서관,동작샘터도서관,서울특별시 동작구 동작대로29길 63-26,37.48837476,126.9775878
기타,문화공간 정담,서울 노원구 중계동 364-4,37.65030598,127.0807655
기타,강남힐링센터(코엑스),서울특별시 강남구 테헤란로87길 46,37.51137784,127.0580407
미술관,중랑아트센터,서울특별시 중랑구 망우로 353 이노시티 C동 B2F,37.59821055,127.091519
기타,답십리영화미디어아트센터,서울특별시 동대문구 답십리로 210-9,37.57179637,127.063764
기타,서울대공원,경기 과천시 막계동 160-2,37.43643055,127.0140984
공연장,국립극장,서울특별시 중구 장충단로 59,37.55199491,126.9992673
도서관,김영삼도서관,서울특별시 동작구 매봉로 1,37.50547361,126.9499672
박물관/기념관,이한열기념관,서울특별시 마포구 신촌로12나길 26,37.55504357,126.9338654
박물관/기념관,청계천박물관 ,서울특별시 성동구 청계천로 530,37.57126617,127.0350432
문화원,성북문화원,서울특별시 성북구 성북로4길 13-8 성북문화원,37.58969266,127.0057255
공연장,음악플러스 아트홀,서울특별시 서초구 남부순환로317길 82-4 백경빌딩 B1,37.48319029,127.0107176
도서관,양천중앙도서관,서울특별시 양천구 신정로7길 81,37.51365196,126.8336297
도서관,김근태기념도서관,서울특별시 도봉구 도봉산길 14,37.68766744,127.0440199
문화예술회관,송파문화재단,서울특별시 송파구 백제고분로42길 5,37.50592943,127.1097315
기타,한국영상자료원,서울특별시 마포구 월드컵북로 400 한국영상자료원,37.58045107,126.8898935
기타,서울에너지드림센터,"서울특별시 마포구 증산로 14(상암동 1535-3, 평화의 공원 내)",37.56311306,126.8914647
미술관,구캔갤러리,서울특별시 구로구 경인로 661,37.50904922,126.8869873
공연장,금천뮤지컬센터,서울특별시 금천구 시흥대로115길 48,37.46877706,126.8944749
도서관,강남구립열린도서관,서울특별시 강남구 일원로 115 삼성생명빌딩 B동 203호,37.48413796,127.0845194
기타,맛동,서울특별시 은평구 녹번동 5-29,37.60940705,126.9349539
기타,제1서울창의예술교육센터 ,서울특별시 은평구 가좌로 208,37.58952241,126.9192655
미술관,삼원갤러리,서울특별시 광진구 천호대로 549,37.5576985,127.0792261
기타,한양도성 유적전시관,서울 중구 회현동1가 100-267,37.55390443,126.9817908
미술관,스페이스 이수 ,서울특별시 서초구 사평대로 84,37.4980221,126.9938793
기타,신도림 문화공간 다락,서울특별시 구로구 새말로 121-15,37.50786379,126.8922179
기타,감정서가 (서울예술교육센터),"서울특별시 용산구 서빙고로 17, 센트럴파크타워 1층",37.52690561,126.9665662
도서관,학마을도서관,서울특별시 도봉구 시루봉로 128,37.66215979,127.0278315
도서관,동작어린이도서관,서울특별시 동작구 장승배기로16길 98,37.50920488,126.9434323
미술관,두손 갤러리,서울특별시 중구 덕수궁길 130,37.56799609,126.9739574
기타,서울관광플라자,서울특별시 종로구 청계천로 85 ,37.56863139,126.9871504
미술관,ADM 갤러리,서울특별시 강남구 역삼로14길 20,37.49320866,127.0356382
미술관,갤러리240,서울특별시 종로구 창경궁로 240-37,37.58217664,126.998582
미술관,올리비아 박갤러리,서울특별시 강남구 삼성로 773,37.52351279,127.0474253
박물관/기념관,서울공예박물관,서울특별시 종로구 율곡로3길 4,37.57664817,126.9835334
박물관/기념관,근현대사기념관 ,서울특별시 강북구 4.19로 114,37.64344107,127.0028306
미술관,신한갤러리,서울특별시 강남구 역삼로 251,37.49863107,127.0440226
기타,종로문화재단,서울특별시 종로구 새문안로3길 3,37.57065619,126.9723943
박물관/기념관,김중업 건축문화의집,서울특별시 성북구 장위로21나길 11,37.61501747,127.0440686
문화원,드플로허,서울특별시 용산구 대사관로5길 34,37.53577818,127.0002756
도서관,개울건강도서관,서울특별시 양천구 중앙로52길 56,37.52597518,126.8566021
기타,재단법인 동작문화재단,서울특별시 동작구 흑석로 93-1,37.50749087,126.9598854
문화예술회관,강동문화재단,서울특별시 강동구 동남로 870,37.55122046,127.1573425
공연장,강남씨어터,"서울특별시 강남구 역삼로7길 16, 3층",37.49537321,127.0332838
공연장,금나래아트홀,서울 금천구 시흥동 1030,37.45715585,126.8967629
기타,서울기록원,서울특별시 은평구 통일로62길 7,37.60753303,126.9348602
기타,광화문광장,서울특별시 종로구 세종대로 172,37.57162282,126.976788
기타,성동청소년문화의집,서울 성동구 금호동3가 1266,37.5496006,127.0189934
공연장,라움아트센터,서울특별시 강남구 언주로 564,37.50839127,127.0397754
공연장,클라라 아트홀,서울특별시 서초구 남부순환로323길 53,37.48343886,127.0135484
공연장,관악아트홀,서울 관악구 신림로 3길 35,37.475437,126.941541
도서관,다울작은도서관,서울특별시 동작구 사당로20길 132,37.47888804,126.9732442
공연장,KB 청춘마루,서울특별시 마포구 홍익로 18,37.55422005,126.9230101
박물관/기념관,G밸리산업박물관,서울특별시 구로구 디지털로26길 38,37.4798477,126.8953185
기타,관악어린이창작놀이터,서울특별시 관악구 은천로10길 3,37.48587457,126.9408278
기타,무중력지대 도봉,서울특별시 도봉구 마들로11길 75,37.65315868,127.0487467
기타,씨알방학간,서울특별시 도봉구 도봉로 666,37.66400647,127.043019
공연장,크리에이터스 스페이스,서울특별시 동대문구 안암로 86-1,37.58348609,127.0305032
공연장,서울마포음악창작소,서울특별시 마포구 마포대로 지하 238,37.55506905,126.9575349
문화예술회관,관악문화재단,서울특별시 관악구 신림로3길 35,37.46759765,126.9448709
공연장,광진어린이공연장,서울특별시 광진구 능동로 400,37.56501095,127.0845968
도서관,까망돌도서관,서울특별시 동작구 서달로 129,37.50512021,126.960611
기타,도봉문화재단,서울특별시 도봉구 노해로63길 43,37.65271007,127.0439417
박물관/기념관,둘리뮤지엄,서울 도봉구 쌍문동 산 250,37.65217322,127.0245302
기타,서울새활용플라자,서울특별시 성동구 자동차시장길 49,37.55868506,127.0578512
미술관,인사1010 갤러리,서울특별시 종로구 인사동10길 10,37.57398304,126.9856431
기타,신림다목적체육센터,서울특별시 관악구 난곡로58길 13,37.48007066,126.916032
도서관,서초구립양재도서관,서울특별시 서초구 양재천로 33,37.47367918,127.0335724
기타,한식문화공간 이음,서울특별시 종로구 북촌로 18,37.57841064,126.9858387
기타,만천명월예술인家,서울특별시 금천구 은행나무로 44,37.45069768,126.9074454
도서관,도봉아이나라도서관,서울특별시 도봉구 노해로69길 151,37.6590571,127.049575
미술관,종로구립 박노수미술관,서울특별시 종로구 옥인1길 34,37.5813192,126.9668185
도서관,소나무언덕4호작은도서관,서울특별시 송파구 송이로 34,37.50221317,127.1168436
미술관,케이움 갤러리 ,서울특별시 송파구 동남로4길 13,37.48901437,127.1244776
문화예술회관,문화실험공간 호수 ,서울특별시 송파구 송파나루길 256,37.510318,127.1010923
공연장,종로 아이들극장,서울특별시 종로구 성균관로 91,37.59046055,126.9987986
기타,서울아트책보고,서울특별시 구로구 경인로 430,37.49821257,126.8670887
도서관,송파위례도서관,서울특별시 송파구 위례광장로 210,37.48116566,127.1439378
공연장,동방뮤지컬컴퍼니,서울특별시 종로구 대학로11길 41-8,37.58217142,126.9993592
공연장,서울어린이대공원 열린무대,서울특별시 광진구 능동로 216,37.54896979,127.077766
미술관,세종뮤지엄갤러리,서울특별시 광진구 능동로 209,37.55079808,127.0745756
기타,구립영등포아트스퀘어 ,서울특별시 영등포구 영중로 15,37.51723326,126.903716
도서관,한국점자도서관,서울특별시 강동구 상암로4가길 32,37.55073399,127.1248583
미술관,YK Presents,서울특별시 중구 을지로43길 13,37.56689793,127.0068075
도서관,청운문학도서관,서울특별시 종로구 자하문로36길 40,37.5903786,126.9659189
도서관,느티나무어린이도서관,서울특별시 중구 다산로 75,37.55128171,127.0076057
공연장,오류아트홀,서울특별시 구로구 경인로20가길 38,37.49535812,126.8460358
도서관,강남구립개포하늘꿈도서관,서울특별시 강남구 개포로110길 54,37.49066929,127.0803569
도서관,미감도서관,서울특별시 양천구 목동중앙남로 57-10,37.5389695,126.8654889
박물관/기념관,세종대학교 박물관,서울특별시 광진구 능동로21길 37,37.55225381,127.0747332
기타,중랑장미공원,서울 중랑구 묵동 375,37.61552904,127.0732707
미술관,서울시립 미술아카이브,서울특별시 종로구 평창문화로 101,37.60802938,126.9721142
미술관,마포중앙도서관 갤러리,서울특별시 마포구 성산로 128,37.56379544,126.9082019
박물관/기념관,삼성출판박물관,서울특별시 종로구 비봉길 2-2,37.60869773,126.9570761
도서관,서초구립잠원도서관,서울특별시 서초구 나루터로 38,37.51496808,127.0139821
도서관,구의제3동도서관,서울특별시 광진구 강변역로 17,37.53799342,127.0919847
공연장,정효아트홀,서울특별시 서초구 사임당로18길 52-2,37.4875493,127.0196258
공연장,예빛섬,서울특별시 서초구 올림픽대로 2085-14,37.5124362,126.9959623
미술관,세종아트갤러리,서울특별시 광진구 능동로 209,37.55160931,127.0731836
도서관,구로도서관,서울특별시 구로구 공원로 15,37.49865742,126.8915436
기타,은평구평생학습관,서울특별시 은평구 서오릉로 87 은평구평생학습관,37.6078004,126.9211898
미술관,임수빈갤러리,서울특별시 용산구 두텁바위로37길 25,37.54782456,126.9804735
공연장,에스제이비보이즈,서울특별시 마포구 와우산로 121,37.55350885,126.926757
도서관,구립응암정보도서관,서울특별시 은평구 응암동 가좌로 179(응암동747-1) 성지빌딩 2층 및 3층,37.58596656,126.9196821
미술관,갤러리광화,서울특별시 종로구 새문안로 103,37.57052933,126.9760891
공연장,서울어린이대공원 숲속의무대,서울특별시 광진구 능동로 216,37.54885118,127.0799839
기타,콘래드 서울 호텔,서울특별시 영등포구 국제금융로 10,37.52517752,126.9248767
도서관,금천구립시흥도서관,서울특별시 금천구 금하로 764,37.44963195,126.9146119
도서관,자양한강도서관,서울특별시 광진구 뚝섬로52길 66,37.52921552,127.077668
도서관,소나무언덕2호도서관,서울특별시 송파구 석촌호수로 155,37.50726531,127.0942173
도서관,소나무언덕잠실본동도서관,서울특별시 송파구 탄천동로 205,37.50307882,127.0768971
미술관,갤러리 인덱스,서울특별시 종로구 인사동길 45,37.57419669,126.9844305
미술관,공근혜갤러리 K.O.N.G. GALLERY,서울특별시 종로구 삼청로7길 38,37.5840296,126.9796748
미술관,백남준기념관,서울특별시 종로구 종로53길 12-1,37.57306562,127.0137755
공연장,IPAC아트홀,서울특별시 서초구 서초중앙로 56,37.48689948,127.0154594
기타,북서울꿈의숲,서울특별시 강북구 월계로 173,37.62025446,127.0443247
도서관,원당마을한옥도서관,서울특별시 도봉구 해등로32가길 17,37.66029179,127.0217983
도서관,군자동도서관,서울특별시 광진구 면목로 13 군자동복합청사 1층,37.55548521,127.0753494
박물관/기념관,경희대학교 중앙박물관,서울특별시 동대문구 경희대로 26,37.59394914,127.054891
문화원,이스라엘문화원,서울특별시 서초구 서초대로74길 23,37.49561193,127.027091
도서관,아차산숲속도서관,서울특별시 광진구 영화사로 139,37.552474,127.1008158
공연장,블루스퀘어,서울특별시 용산구 이태원로 294,37.54086944,127.0024853
박물관/기념관,백인제가옥,서울특별시 종로구 북촌로7길 16,37.58044504,126.9840929
박물관/기념관,가회민화박물관,서울특별시 종로구 북촌로 52,37.58150935,126.9852292
기타,서울시농수산식품공사 가락몰 쿠킹스튜디오,서울특별시 송파구 양재대로 932,37.49507692,127.11557
기타,앤스 갤러리 카페(Ns Cafe),서울특별시 서초구 방배선행길 12,37.47352526,126.9838121
기타,서울예술교육센터,"서울특별시 용산구 서빙고로 17 업무동 1층, 공공시설동 5-6층",37.52637555,126.9665363
미술관,서울대학교 미술관,서울특별시 관악구 관악로 1,37.46628727,126.9481564
공연장,신촌문화발전소,서울특별시 서대문구 연세로2나길 57,37.55796298,126.9397551
도서관,소나무언덕1호작은도서관,서울특별시 송파구 올림픽로47길 9,37.52741656,127.1180405
문화예술회관,공간 630,서울특별시 마포구 양화로6길 50,37.54866105,126.91699
공연장,유니버설아트센터,서울특별시 광진구 천호대로 664,37.5509798,127.0870952
기타,서울시립청소년미디어센터,서울특별시 용산구 한강대로 255,37.54099983,126.9726644
기타,청춘삘딩,서울특별시 금천구 시흥대로138길 10-11,37.47216698,126.8992841
기타,N서울타워,서울특별시 용산구 남산공원길 105,37.55112257,126.9878678
기타,상촌재,서울특별시 종로구 자하문로17길 12-11,37.5818557,126.9696776
문화예술회관,싱글벙글교육센터,서울특별시 관악구 남부순환로234길 73,37.47609625,126.9562881
기타,서울생활문화센터 신도림,서울특별시 구로구 새말로 지하 117-21,37.50877014,126.8910805
도서관,송파어린이영어도서관,서울시 송파구 오금로1 (신천동) 신천빗물펌프장 4~5층,37.52238974,127.1021278
도서관,돌마리도서관,서울특별시 송파구 백제고분로37길 16,37.5035629,127.1036842
공연장,단막극장,서울특별시 종로구 동숭4길 16-3,37.58331803,127.0045779
공연장,서울시립교향악단,서울특별시 종로구 세종대로 175,37.57184786,126.9761683
기타,성수 산업혁신공간,서울특별시 성동구 아차산로47 성수 산업혁신공간 1층 Fashion Zone,37.54662696,127.0496348
공연장,꿈의숲아트센터 퍼포먼스홀,서울 강북구 월계로 173,37.621716,127.03828
미술관,CN갤러리 (충남문화예술 서울전시장),서울특별시 종로구 북촌로5길 56-7 CN갤러리(정독도서관 앞),37.58003892,126.9819459
공연장,삼각산시민청 1동,서울특별시 도봉구 삼양로 592,37.65589083,127.0135632
기타,총신대학교 백남조 기념홀,서울특별시 동작구 사당로 143,37.48985783,126.9665639
공연장,JCC 아트센터,서울특별시 종로구 창경궁로35길 29,37.58718318,127.0018857
도서관,어린이청소년 국학도서관,서울특별시 종로구 명륜길 26,37.58868588,126.9955402
문화원,송파문화원,서울특별시 송파구 올림픽로 44,37.51068239,127.0759368
공연장,해바라기 소극장,서울특별시 종로구 동숭길 76,37.58164282,127.0043741
기타,엑셈,서울특별시 강서구 마곡중앙8로5길 40,37.56451683,126.8382003
기타,표현하다 스튜디오,서울특별시 동작구 사당로17길 83,37.48643649,126.9719953
기타,서울로미디어캔버스,서울특별시 중구 만리재로 215,37.55659104,126.9682176
공연장,용암어린이영어도서관,서울특별시 용산구 신흥로3가길 21-7,37.54101948,126.9846906
박물관/기념관,짚풀생활사박물관,서울특별시 종로구 성균관로4길 45,37.58490585,126.9998429
공연장,서울성북미디어문화마루 꿈빛극장,서울특별시 성북구 길음로7길 20,37.60375521,127.0222037
미술관,삼각산금암미술관,서울 은평구 진관길 21-2 삼각산금암미술관,37.64162803,126.9409111
박물관/기념관,돈의문박물관마을,서울특별시 종로구 송월길 14-3,37.56882395,126.9685231
도서관,이진아기념도서관,서울특별시 서대문구 독립문공원길 80,37.57295426,126.955549
박물관/기념관,홍익대학교 박물관,서울특별시 마포구 와우산로 94,37.55251925,126.9249906
문화예술회관,청년예술청 SAPY,서울특별시 서대문구 경기대로 26-26,37.56102262,126.9621924
기타,서울디자인창업센터, 서울특별시 마포구 신촌로2길 19 (홍대입구역 7번 출구),37.55708693,126.9274128
문화예술회관,돌곶이생활예술문화센터,서울특별시 성북구 화랑로32길 100-1,37.60626941,127.058753
박물관/기념관, 황학정 국궁전시관,서울특별시 종로구 사직로9길 15-32,37.57791836,126.9639458
공연장,아르코예술극장,서울특별시 종로구 대학로8길 7,37.58118552,127.0029999
박물관/기념관,우정총국,서울특별시 종로구 우정국로 59,37.57442907,126.9826145
기타,창신소통공작소,서울특별시 종로구 창신6가길 47,37.57620547,127.0123954
공연장,연세대학교,서울특별시 서대문구 연세로 50,37.56605084,126.9439162
기타,원당샘공원,서울 도봉구 해등로32가길 16 원당경로당,37.66029179,127.0222644
미술관,수림큐브,서울특별시 종로구 돈화문로 84,37.57594087,126.9907502
도서관,고덕평생학습관,서울특별시 강동구 고덕로 295,37.55612041,127.1580394
미술관,시그니처 키친 스위트 청담,서울특별시 강남구 압구정로60길 13,37.52633827,127.0421284
도서관,중곡문화체육센터도서관,서울특별시 광진구 능동로 433,37.5677792,127.0848024
미술관,KP Gallery,서울특별시 용산구 소월로2나길 12,37.55333558,126.9773069
공연장,대학로극장 쿼드,서울특별시 종로구 동숭길 122,37.583699,127.0037167
기타,서울숲 생활문화센터,서울 성동구 성수동1가 685-63,37.54962783,127.0414565
기타,대한성공회 서울주교좌성당,서울특별시 중구 세종대로21길 15,37.56751002,126.9753337
공연장,서울숲야외무대,서울특별시 성동구 뚝섬로 273,37.54307015,127.0417991
기타,청계광장,서울 중구 태평로1가 1,37.56901568,126.9775876
문화원,무계원,서울 종로구 창의문로5가길 2,37.5918679,126.9634368
문화원,금천문화원,서울특별시 금천구 시흥대로38길 61,37.44639673,126.9044447
기타,목동종합운동장실내아이스링크,서울특별시 양천구 안양천로 939,37.53072795,126.8792335
도서관,강서도서관,서울특별시 강서구 등촌로51나길 29,37.54790302,126.8599277
도서관,송파글마루도서관,서울특별시 송파구 충민로 120,37.48083422,127.1304779
도서관,영등포평생학습관,서울특별시 영등포구 국회대로53길 20,37.52700691,126.9077034
박물관/기념관,서소문성지 역사박물관,서울특별시 중구 칠패로 5,37.56056785,126.9688672
미술관,갤러리 조은,서울특별시 용산구 이태원로55가길 3,37.5380323,127.0007426
도서관,중랑상봉도서관,서울특별시 중랑구 동일로114길 10,37.59289195,127.0808518
