"동별(1)",동별(2),동별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"동별(1)",동별(2),동별(3),총 수급자,총 수급자,총 수급자,일반수급자,일반수급자,조건부 수급자,조건부 수급자,특례수급자,특례수급자,시설수급자,시설수급자
"동별(1)",동별(2),동별(3),가구 (가구),시설 (개소),인원 (명),가구 (가구),인원 (명),가구 (가구),인원 (명),가구 (가구),인원 (명),시설 (개소),인원 (명)
"본청",구로구,개봉2동,602,-,811,497,629,72,144,33,38,-,-
"본청",구로구,개봉3동,469,-,658,406,552,43,78,20,28,-,-
"본청",구로구,오류1동,828,-,1099,708,899,77,139,43,61,-,-
"본청",구로구,수궁동,645,-,931,531,718,79,166,35,47,-,-
"본청",구로구,가리봉동,555,-,643,478,551,54,70,23,22,-,-
"본청",구로구,구로2동,922,-,1128,801,962,82,121,39,45,-,-
"본청",구로구,개봉1동,1157,-,1645,985,1352,134,243,38,50,-,-
"본청",구로구,오류2동,1075,-,1774,868,1356,120,288,87,130,-,-
"본청",구로구,항동,320,-,598,257,462,39,99,24,37,-,-
"본청",구로구,기타,18,22,498,17,19,1,-,-,-,22,479
"본청",금천구,소계,9271,26,12625,7461,9569,1753,2667,57,66,26,323
"본청",금천구,가산동,693,-,801,532,598,156,197,5,6,-,-
"본청",금천구,독산1동,1307,-,1765,1085,1433,215,326,7,6,-,-
"본청",금천구,독산2동,992,-,1329,825,1091,162,233,5,5,-,-
"본청",금천구,독산3동,878,-,1102,684,840,187,255,7,7,-,-
"본청",금천구,독산4동,687,-,919,515,652,166,256,6,11,-,-
"본청",금천구,시흥1동,1245,-,1627,966,1238,267,377,12,12,-,-
"본청",금천구,시흥2동,963,-,1295,779,1013,180,278,4,4,-,-
"본청",금천구,시흥3동,299,-,414,253,345,41,63,5,6,-,-
"본청",금천구,시흥4동,923,-,1275,748,983,169,283,6,9,-,-
"본청",금천구,시흥5동,1279,-,1768,1069,1369,210,399,-,-,-,-
"본청",금천구,기타,5,26,330,5,7,-,-,-,-,26,323
"본청",영등포구,소계,9361,25,11828,7553,8923,1658,2226,150,190,25,489
"본청",영등포구,여의동,96,-,135,84,111,12,24,-,-,-,-
"본청",영등포구,당산1동,480,-,569,377,435,97,128,6,6,-,-
"본청",영등포구,당산2동,233,-,294,183,233,46,55,4,6,-,-
"본청",영등포구,양평1동,243,-,314,201,252,40,60,2,2,-,-
"본청",영등포구,양평2동,237,-,278,184,206,47,66,6,6,-,-
"본청",영등포구,신길1동,781,-,953,609,744,145,177,27,32,-,-
"본청",영등포구,신길3동,627,-,811,516,631,95,158,16,22,-,-
"본청",영등포구,신길4동,556,-,707,461,574,83,116,12,17,-,-
"본청",영등포구,신길5동,437,-,577,346,443,82,124,9,10,-,-
"본청",영등포구,신길6동,413,-,529,327,404,75,111,11,14,-,-
"본청",영등포구,신길7동,221,-,289,180,222,35,57,6,10,-,-
"본청",영등포구,대림1동,488,-,636,413,516,70,115,5,5,-,-
"본청",영등포구,대림2동,413,-,517,367,435,45,80,1,2,-,-
"본청",영등포구,대림3동,693,-,909,595,754,80,131,18,24,-,-
"본청",영등포구,영등포본동,893,-,1020,708,803,174,204,11,13,-,-
"본청",영등포구,영등포동,1553,-,1635,1180,1238,365,387,8,10,-,-
"본청",영등포구,도림동,658,-,802,530,617,123,177,5,8,-,-
"본청",영등포구,문래동,242,-,276,199,217,40,56,3,3,-,-
"본청",영등포구,기타,97,25,577,93,88,4,-,-,-,25,489
"본청",동작구,소계,9664,16,13202,8205,10647,1398,2149,61,71,16,335
"본청",동작구,노량진2동,694,-,884,566,709,126,173,2,2,-,-
"본청",동작구,상도1동,935,-,1231,790,995,133,221,12,15,-,-
"본청",동작구,상도2동,372,-,522,328,452,44,70,-,-,-,-
"본청",동작구,상도3동,821,-,1141,658,896,159,241,4,4,-,-
"본청",동작구,상도4동,963,-,1386,823,1120,135,258,5,8,-,-
"본청",동작구,사당1동,605,-,784,530,679,68,96,7,9,-,-
"본청",동작구,사당3동,432,-,585,351,467,79,115,2,3,-,-
"본청",동작구,사당4동,426,-,563,370,488,54,73,2,2,-,-
"본청",동작구,사당5동,279,-,377,236,313,43,64,-,-,-,-
"본청",동작구,대방동,1095,-,1519,946,1264,140,245,9,10,-,-
"본청",동작구,신대방1동,475,-,597,397,492,77,104,1,1,-,-
